catalog,catalog_hier1,catalog_hier2,catalog_hier3,catalog_hier4,med_grp
ketorolac tromethamine,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),ketorolac tromethamine,rx_nsaid_table
sildenafil,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),ketorolac tromethamine,rx_nsaid_table
meclofenamate,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),meclofenamate sodium,rx_nsaid_table
meclofenamate sodium,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),meclofenamate sodium,rx_nsaid_table
mefenamic acid,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),mefenamic acid,rx_nsaid_table
meloxicam,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),meloxicam,rx_nsaid_table
meloxicam-liniment,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),meloxicam-liniment,rx_nsaid_table
nabumetone,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),nabumetone,rx_nsaid_table
naproxen,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),naproxen,rx_nsaid_table
naproxen,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),naproxen sodium,rx_nsaid_table
naproxen sodium,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),naproxen sodium,rx_nsaid_table
naproxen-liniment,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),naproxen-liniment,rx_nsaid_table
oxaprozin,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),oxaprozin,rx_nsaid_table
piroxicam,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),piroxicam,rx_nsaid_table
sulindac,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),sulindac,rx_nsaid_table
tolmetin,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),tolmetin sodium,rx_nsaid_table
tolmetin sodium,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),tolmetin sodium,rx_nsaid_table
diclofenac,analgesics - anti-inflammatory,nonsteroidal anti-inflammatory agents (nsaids),nonsteroidal anti-inflammatory agents (nsaids),,rx_nsaid_table
diclofenac,migraine products,migraine products - nsaids,migraine products - nsaids,diclofenac potassium,rx_nsaid_table
diclofenac potassium(migraine),migraine products,migraine products - nsaids,migraine products - nsaids,diclofenac potassium,rx_nsaid_table
phentermine-topiramate,adhd/anti-narcolepsy/anti-obesity/anorexiants,anorexiants non-amphetamine,anorexiant combinations,phentermine-topiramate,rx_obesity_table
benzphetamine,adhd/anti-narcolepsy/anti-obesity/anorexiants,anorexiants non-amphetamine,anorexiants non-amphetamine,benzphetamine hcl,rx_obesity_table
benzphetamine hcl,adhd/anti-narcolepsy/anti-obesity/anorexiants,anorexiants non-amphetamine,anorexiants non-amphetamine,benzphetamine hcl,rx_obesity_table
diethylpropion,adhd/anti-narcolepsy/anti-obesity/anorexiants,anorexiants non-amphetamine,anorexiants non-amphetamine,diethylpropion hcl,rx_obesity_table
diethylpropion hcl,adhd/anti-narcolepsy/anti-obesity/anorexiants,anorexiants non-amphetamine,anorexiants non-amphetamine,diethylpropion hcl,rx_obesity_table
phendimetrazine,adhd/anti-narcolepsy/anti-obesity/anorexiants,anorexiants non-amphetamine,anorexiants non-amphetamine,phendimetrazine tartrate,rx_obesity_table
phendimetrazine tartrate,adhd/anti-narcolepsy/anti-obesity/anorexiants,anorexiants non-amphetamine,anorexiants non-amphetamine,phendimetrazine tartrate,rx_obesity_table
metaproterenol,adhd/anti-narcolepsy/anti-obesity/anorexiants,anorexiants non-amphetamine,anorexiants non-amphetamine,phentermine hcl,rx_obesity_table
phentermine,adhd/anti-narcolepsy/anti-obesity/anorexiants,anorexiants non-amphetamine,anorexiants non-amphetamine,phentermine hcl,rx_obesity_table
phentermine hcl,adhd/anti-narcolepsy/anti-obesity/anorexiants,anorexiants non-amphetamine,anorexiants non-amphetamine,phentermine hcl,rx_obesity_table
orlistat,adhd/anti-narcolepsy/anti-obesity/anorexiants,anti-obesity agents,lipase inhibitors,orlistat,rx_obesity_table
sibutramine,adhd/anti-narcolepsy/anti-obesity/anorexiants,anti-obesity agents,monoamine reuptake inhibitors,sibutramine hcl monohydrate,rx_obesity_table
liraglutide -weight management,adhd/anti-narcolepsy/anti-obesity/anorexiants,anti-obesity agents,,,rx_obesity_table
lorcaserin hcl,adhd/anti-narcolepsy/anti-obesity/anorexiants,anti-obesity agents,,,rx_obesity_table
naltrexone-bupropion hcl,adhd/anti-narcolepsy/anti-obesity/anorexiants,anti-obesity agents,,,rx_obesity_table
icosapent ethyl,antihyperlipidemics,antihyperlipidemics - misc.,antihyperlipidemics - misc.,icosapent ethyl,rx_omega3_table
mipomersen sodium,antihyperlipidemics,antihyperlipidemics - misc.,antihyperlipidemics - misc.,mipomersen sodium,rx_omega3_table
omega-3 polyunsaturated fatty acids,antihyperlipidemics,antihyperlipidemics - misc.,antihyperlipidemics - misc.,omega-3-acid ethyl esters,rx_omega3_table
omega-3-acid ethyl esters,antihyperlipidemics,antihyperlipidemics - misc.,antihyperlipidemics - misc.,omega-3-acid ethyl esters,rx_omega3_table
carboxymeth-glycerin-polysorb,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,carboxymeth-glycerin-polysorb,rx_ophtho_table
carboxymethylcell-hypromellose,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,carboxymethylcell-hypromellose,rx_ophtho_table
carboxymethylcellul-glycerin,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,carboxymethylcellul-glycerin,rx_ophtho_table
ocular lubricant,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,carboxymethylcellul-glycerin,rx_ophtho_table
glycerin-hypromellose-peg 400,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,glycerin-hypromellose-peg 400,rx_ophtho_table
glycerin ophthalmic solution,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,glycerin-polysorbate 80,rx_ophtho_table
light mineral oil-mineral oil,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,light mineral oil-mineral oil,rx_ophtho_table
ocular lubricant,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,polyethyl glycol-polyvinyl alc,rx_ophtho_table
polyethyl glycol-polyvinyl alc,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,polyethyl glycol-polyvinyl alc,rx_ophtho_table
ocular lubricant,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,polyethyl glycol-propyl glycol,rx_ophtho_table
polyethyl glycol-propyl glycol,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,polyethyl glycol-propyl glycol,rx_ophtho_table
ocular lubricant,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,polyvinyl alcohol-povidone,rx_ophtho_table
polyvinyl alcohol-povidone,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,polyvinyl alcohol-povidone,rx_ophtho_table
propylene glycol-glycerin,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,propylene glycol-glycerin,rx_ophtho_table
ocular lubricant,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,white petrolatum-mineral oil,rx_ophtho_table
white petrolatum-mineral oil,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,white petrolatum-mineral oil,rx_ophtho_table
dextran 70-hypromellose,ophthalmic agents,artificial tears and lubricants,artificial tear and lubricant combinations,,rx_ophtho_table
artificial tear insert,ophthalmic agents,artificial tears and lubricants,artificial tear inserts,artificial tear insert,rx_ophtho_table
ocular lubricant,ophthalmic agents,artificial tears and lubricants,artificial tear inserts,artificial tear insert,rx_ophtho_table
artificial tear ointment,ophthalmic agents,artificial tears and lubricants,artificial tear ointments,artificial tear ointment,rx_ophtho_table
ocular lubricant,ophthalmic agents,artificial tears and lubricants,artificial tear ointments,artificial tear ointment,rx_ophtho_table
artificial tear solution,ophthalmic agents,artificial tears and lubricants,artificial tear solutions,artificial tear solution,rx_ophtho_table
mineral oil,ophthalmic agents,artificial tears and lubricants,artificial tear solutions,artificial tear solution,rx_ophtho_table
"mineral oil, light",ophthalmic agents,artificial tears and lubricants,artificial tear solutions,artificial tear solution,rx_ophtho_table
ocular lubricant,ophthalmic agents,artificial tears and lubricants,artificial tear solutions,artificial tear solution,rx_ophtho_table
carboxymethylcellulose sodium,ophthalmic agents,artificial tears and lubricants,artificial tears and lubricants,carboxymethylcellulose sodium,rx_ophtho_table
ocular lubricant,ophthalmic agents,artificial tears and lubricants,artificial tears and lubricants,carboxymethylcellulose sodium,rx_ophtho_table
glycerin,ophthalmic agents,artificial tears and lubricants,artificial tears and lubricants,glycerin,rx_ophtho_table
hypromellose,ophthalmic agents,artificial tears and lubricants,artificial tears and lubricants,hypromellose,rx_ophtho_table
ocular lubricant,ophthalmic agents,artificial tears and lubricants,artificial tears and lubricants,hypromellose,rx_ophtho_table
polyethylene glycol 400,ophthalmic agents,artificial tears and lubricants,artificial tears and lubricants,polyethylene glycol 400,rx_ophtho_table
polysorbate 80,ophthalmic agents,artificial tears and lubricants,artificial tears and lubricants,polysorbate 80,rx_ophtho_table
ocular lubricant,ophthalmic agents,artificial tears and lubricants,artificial tears and lubricants,polyvinyl alcohol,rx_ophtho_table
polyvinyl alcohol,ophthalmic agents,artificial tears and lubricants,artificial tears and lubricants,polyvinyl alcohol,rx_ophtho_table
propylene glycol,ophthalmic agents,artificial tears and lubricants,artificial tears and lubricants,propylene glycol,rx_ophtho_table
hydroxypropyl methylcellulose ophthalmic,ophthalmic agents,artificial tears and lubricants,gonioscopic solutions,hypromellose,rx_ophtho_table
hypromellose,ophthalmic agents,artificial tears and lubricants,gonioscopic solutions,hypromellose,rx_ophtho_table
betaxolol hcl,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic,betaxolol hcl,rx_ophtho_table
betaxolol ophthalmic,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic,betaxolol hcl,rx_ophtho_table
carteolol hcl,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic,carteolol hcl,rx_ophtho_table
carteolol ophthalmic,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic,carteolol hcl,rx_ophtho_table
levobunolol hcl,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic,levobunolol hcl,rx_ophtho_table
levobunolol ophthalmic,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic,levobunolol hcl,rx_ophtho_table
metipranolol,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic,metipranolol,rx_ophtho_table
metipranolol ophthalmic,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic,metipranolol,rx_ophtho_table
timolol hemihydrate,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic,timolol hemihydrate,rx_ophtho_table
timolol ophthalmic,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic,timolol hemihydrate,rx_ophtho_table
timolol,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic,timolol maleate,rx_ophtho_table
timolol maleate,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic,timolol maleate,rx_ophtho_table
timolol ophthalmic,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic,timolol maleate,rx_ophtho_table
brimonidine tartrate-timolol,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic combinations,brimonidine tartrate-timolol,rx_ophtho_table
brimonidine-timolol ophthalmic,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic combinations,brimonidine tartrate-timolol,rx_ophtho_table
dorzolamide hcl-timolol mal,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic combinations,dorzolamide hcl-timolol mal,rx_ophtho_table
dorzolamide-timolol ophthalmic,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic combinations,dorzolamide hcl-timolol mal,rx_ophtho_table
latanoprost-timolol maleate,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic combinations,,rx_ophtho_table
timolol-brimon-dorzol-latanopr,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic combinations,,rx_ophtho_table
timolol-brimonidine-dorzolamid,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic combinations,,rx_ophtho_table
timolol-dorzolamid-latanoprost,ophthalmic agents,beta-blockers - ophthalmic,beta-blockers - ophthalmic combinations,,rx_ophtho_table
hard lens products,ophthalmic agents,contact lens solutions,hard lens products,hard lens products,rx_ophtho_table
hard/soft/gas permeable prods,ophthalmic agents,contact lens solutions,hard/soft/gas permeable products,hard/soft/gas permeable prods,rx_ophtho_table
oxygen permeable lens products,ophthalmic agents,contact lens solutions,oxygen permeable lens products,oxygen permeable lens products,rx_ophtho_table
contact lens solution,ophthalmic agents,contact lens solutions,soft lens products,soft lens products,rx_ophtho_table
ocular lubricant,ophthalmic agents,contact lens solutions,soft lens products,soft lens products,rx_ophtho_table
saline solution,ophthalmic agents,contact lens solutions,soft lens products,soft lens products,rx_ophtho_table
soft lens products,ophthalmic agents,contact lens solutions,soft lens products,soft lens products,rx_ophtho_table
cyclopentolate-phenylephrine,ophthalmic agents,cycloplegic mydriatics,cycloplegic mydriatic combinations,cyclopentolate-phenylephrine,rx_ophtho_table
cyclopentolate-phenylephrine ophthalmic solution,ophthalmic agents,cycloplegic mydriatics,cycloplegic mydriatic combinations,cyclopentolate-phenylephrine,rx_ophtho_table
